oma_id	athal_id	AEGTA:	ARALY:	BRADI:	MAIZE:	MEDTR:	ORYSI:	SOLTU:	SORBI:	WHEAT:
OMA464571	AT5G42410	0	1	0	0	0	0	0	0	0
OMA464574	AT5G18080	0	0	0	0	1	0	1	0	0
OMA763704	AT5G66960	0	1	1	1	0	1	1	1	1
OMA784391	AT4G25720	1	1	1	1	0	1	1	1	1
OMA847199	AT2G17360	0	1	0	0	1	0	0	0	0
OMA847198	AT5G58420	0	1	0	1	0	0	0	1	1
OMA721344	AT1G60010	1	0	1	1	0	1	0	0	1
OMA739500	AT4G16260	0	1	0	0	1	0	1	0	0
OMA448480	AT3G57110	0	0	0	0	0	0	0	0	0
OMA770608	AT3G07520	0	1	0	0	0	0	0	0	0
OMA829859	AT4G11260	1	0	1	0	0	1	1	0	1
OMA844672	AT1G18640	0	1	0	0	1	0	1	1	1
OMA862005	AT1G14810	0	0	1	1	1	1	1	1	1
OMA686674	AT4G11070	0	1	0	0	0	0	0	0	0
OMA673185	AT1G09250	0	1	0	0	0	1	1	0	1
OMA673184	AT3G05800	0	1	1	1	0	1	0	1	1
OMA673189	AT3G06590	0	0	0	0	0	0	0	0	0
OMA570602	AT1G53070	0	1	0	0	1	0	0	0	1
OMA570601	AT1G53080	0	1	0	0	0	0	0	0	1
OMA463522	AT5G36080	0	0	0	0	0	0	0	0	0
OMA463528	AT1G69935	0	1	0	0	0	0	0	0	0
OMA787488	AT5G17510	0	1	1	1	0	1	1	1	1
OMA449217	AT3G45610	0	1	0	0	0	0	0	0	0
OMA793734	AT1G18990	0	1	0	0	0	0	1	0	0
OMA793730	AT1G08800	0	1	0	0	0	0	0	0	1
OMA493024	AT5G43950	1	1	0	0	1	0	1	0	1
OMA493025	AT3G04350	0	1	0	0	1	1	1	0	1
OMA790413	AT3G48380	0	1	1	0	1	1	1	1	1
OMA463224	AT5G01730	0	0	0	0	0	0	0	0	0
OMA472188	AT3G12820	0	1	0	0	0	0	0	0	0
OMA716867	AT3G47000	0	1	1	1	0	1	1	1	1
OMA720253	AT5G51460	1	0	1	1	1	1	0	1	1
OMA700502	AT1G48020	0	1	0	0	1	0	0	0	0
OMA865297	AT5G59240	1	0	1	1	0	1	1	1	1
OMA743364	AT2G19270	0	1	1	1	1	1	0	1	1
OMA556523	AT5G06770	1	1	1	1	0	1	0	1	1
OMA556521	AT5G53140	0	1	0	0	0	0	0	0	1
OMA556526	AT1G79480	0	1	0	0	1	0	0	0	1
OMA777895	AT3G62770	1	0	1	0	1	1	1	1	1
OMA784320	AT5G56650	0	0	0	0	0	0	0	0	0
OMA723648	AT2G39518	1	1	0	1	0	1	0	0	1
OMA517204	AT3G21215	0	1	1	1	1	0	1	1	1
OMA787680	AT5G38890	0	1	1	1	0	1	1	1	1
OMA741575	AT5G39490	0	0	0	0	0	0	0	0	0
OMA653612	AT1G32928	0	1	0	0	0	0	0	0	0
OMA473170	AT3G25930	0	1	0	0	0	0	0	0	0
OMA589478	AT1G58220	0	0	0	0	0	0	0	0	0
OMA554417	AT3G59800	1	1	1	1	1	1	1	1	1
OMA744143	AT1G03190	0	1	0	1	0	1	0	1	1
OMA744144	AT1G79890	1	1	0	1	1	1	1	1	1
OMA445075	AT5G46320	0	1	0	0	0	0	0	0	0
OMA450131	AT2G37480	0	1	0	0	0	0	0	0	0
OMA545617	AT5G40300	0	0	0	0	0	0	0	0	0
OMA521823	AT4G28090	0	1	0	0	0	0	0	0	0
OMA585570	AT4G29440	0	1	0	0	0	0	0	0	0
OMA756791	AT5G36940	1	0	1	0	0	1	0	1	1
OMA548738	AT4G25450	0	1	1	1	1	1	0	0	1
OMA650869	AT3G09600	0	1	0	0	0	0	1	0	0
OMA453337	AT3G28870	0	0	0	0	0	0	0	0	0
OMA453330	AT4G21080	0	1	0	0	0	0	0	0	0
OMA582761	AT4G11230	0	1	0	0	0	0	0	0	0
OMA781472	AT5G13170	0	1	1	0	0	1	0	0	1
OMA781471	AT5G53190	0	1	0	1	1	1	0	1	0
OMA781470	AT4G15920	0	1	1	1	0	0	1	0	1
OMA781477	AT5G50800	1	1	1	1	0	0	0	1	1
OMA781476	AT5G50790	1	1	0	0	0	0	1	0	1
OMA781475	AT2G39060	0	1	0	0	0	0	0	0	0
OMA781478	AT3G14770	0	1	0	0	1	0	1	0	0
OMA749975	AT5G01270	0	1	1	1	1	1	0	0	1
OMA419242	AT3G01328	0	0	0	0	0	0	0	0	0
OMA810849	AT2G46800	0	1	1	1	1	1	0	1	1
OMA666786	AT4G15480	1	1	0	1	0	0	1	0	1
OMA666788	AT4G15490	0	1	0	0	0	0	1	0	1
OMA478282	AT2G34200	0	1	1	0	0	0	0	0	0
OMA576104	AT5G10950	0	1	0	0	0	0	0	0	0
OMA472673	AT3G03860	1	1	1	1	1	1	1	1	1
OMA472678	AT5G18120	0	0	0	0	0	0	0	0	1
OMA456347	AT5G24570	0	0	0	0	0	0	0	0	0
OMA720788	AT3G03570	1	1	1	0	0	1	0	1	0
OMA720789	AT4G40050	1	1	1	1	0	1	1	1	1
OMA708410	AT1G23210	0	1	0	1	0	0	0	1	0
OMA708411	AT2G44540	0	0	0	1	0	0	0	0	1
OMA488292	AT4G08700	0	1	0	0	0	0	0	0	0
OMA832223	AT2G02990	1	1	1	1	1	1	0	1	1
OMA478491	AT4G27010	0	1	1	0	0	1	0	1	1
OMA844953	AT5G57330	1	1	1	1	1	1	0	1	1
OMA478497	AT3G16130	0	1	0	0	0	0	0	0	0
OMA416830	AT2G43730	0	0	0	0	0	0	0	0	0
OMA416835	AT5G39560	0	1	0	0	0	0	0	0	0
OMA471409	AT1G55325	0	0	1	1	1	1	0	1	1
OMA844409	AT3G12990	0	1	0	0	0	0	0	0	1
OMA784668	AT3G55605	0	0	0	0	0	0	0	0	0
OMA778352	AT5G03860	0	1	1	1	1	1	1	1	1
OMA477826	AT5G21050	0	1	1	1	1	1	1	1	1
OMA789373	AT2G32270	0	1	0	0	0	0	1	0	1
OMA789374	AT1G05300	1	1	0	0	1	0	1	0	1
OMA515587	AT4G37120	0	1	0	0	0	0	0	0	1
OMA753373	AT3G49140	1	0	0	0	0	0	1	1	1
OMA753371	AT5G24060	0	1	1	1	1	1	0	0	1
OMA748534	AT1G48870	0	1	0	0	0	0	0	0	0
OMA748537	AT4G00480	0	1	0	0	0	0	0	0	1
OMA748536	AT5G41315	0	1	0	1	0	1	1	1	1
OMA694026	AT5G53210	0	1	1	1	0	1	0	0	0
OMA694023	AT3G54320	0	0	0	0	0	0	0	0	0
OMA404927	AT5G60300	0	1	0	0	0	0	0	0	0
OMA404922	AT4G18150	0	1	0	0	0	0	0	0	0
OMA782179	AT3G55230	0	1	0	1	0	1	0	1	0
OMA782178	AT2G28670	0	0	0	0	0	1	1	1	0
OMA782174	AT5G25270	1	1	1	1	1	1	1	1	1
OMA462878	AT5G42965	0	1	0	0	0	0	0	0	0
OMA736522	ATCG00530	0	1	0	1	0	0	0	0	1
OMA467519	AT3G10985	0	1	0	1	0	0	0	0	1
OMA578924	AT4G10720	0	0	0	0	1	0	0	0	0
OMA420091	AT4G01260	0	1	0	0	0	0	0	0	0
OMA743955	AT4G20150	1	1	1	1	0	1	1	1	1
OMA743951	AT3G55250	0	1	1	1	0	1	1	1	1
OMA480608	AT2G38110	1	1	1	1	1	1	1	1	1
OMA733495	AT5G28960	0	0	0	0	0	0	0	0	0
OMA672681	AT1G48490	0	1	0	0	0	0	0	0	1
OMA422784	AT1G35890	0	1	0	0	0	0	0	0	0
OMA422789	AT1G61475	0	0	0	0	0	0	0	0	0
OMA683287	AT3G22700	0	1	0	0	0	0	0	0	0
OMA731138	AT3G21110	0	1	1	1	1	1	1	1	1
OMA537052	AT3G24770	0	0	0	0	0	0	0	0	0
OMA537051	AT5G16030	0	1	0	0	0	0	1	0	0
OMA537054	AT2G20250	0	0	0	0	0	0	0	0	0
OMA729192	AT2G05160	0	1	1	1	0	1	0	0	1
OMA729197	AT3G52980	0	1	0	0	0	0	0	0	0
OMA707080	AT3G22270	0	1	1	0	0	1	1	0	1
OMA707082	AT4G14990	1	1	1	0	0	0	1	0	1
OMA707088	AT3G61690	0	1	1	1	0	1	0	1	1
OMA760652	AT3G17810	1	1	1	1	1	1	1	1	1
OMA647167	AT5G24150	0	1	0	0	0	0	0	0	0
OMA855837	AT1G54780	0	1	1	1	1	1	1	1	1
OMA769000	AT5G54440	1	1	1	1	0	1	0	1	1
OMA499497	AT1G78300	1	1	1	1	1	0	1	1	1
OMA722984	AT2G35190	0	1	0	0	0	0	0	0	1
OMA839394	AT4G39650	0	0	0	0	0	0	0	0	0
OMA815053	AT5G26000	0	0	0	0	0	0	0	0	0
OMA633952	AT3G55740	0	1	0	0	0	1	1	0	1
OMA633951	AT2G39890	0	1	1	1	1	1	1	1	1
OMA443675	AT3G47510	0	1	0	0	0	0	0	0	0
OMA646118	AT1G16840	0	1	1	1	0	1	0	1	1
OMA646116	AT4G19550	0	1	0	0	0	0	0	0	0
OMA765590	AT2G39570	0	1	0	1	1	1	0	0	1
OMA690705	AT5G43700	0	1	0	0	1	0	1	0	0
OMA690706	AT1G04240	0	1	0	0	0	0	0	0	0
OMA690709	AT3G17600	0	1	0	0	0	0	0	0	0
OMA772116	AT3G17030	0	1	1	1	1	1	1	1	1
OMA725145	AT3G29636	0	0	0	0	0	0	0	0	0
OMA844883	AT5G51220	1	1	1	0	1	1	0	1	1
OMA777431	AT1G65230	0	1	1	1	1	1	1	1	1
OMA743488	AT3G19570	0	1	0	0	0	0	0	0	0
OMA743484	AT2G24070	0	0	0	0	1	1	0	0	0
OMA743487	AT1G49890	0	1	1	1	0	0	0	1	1
OMA743481	AT4G30710	0	1	1	1	0	0	1	1	1
OMA468533	AT2G42450	1	1	1	1	0	0	1	1	1
OMA430947	AT4G29250	0	1	0	0	1	0	0	0	0
OMA778755	AT5G55950	1	1	1	1	1	0	0	1	1
OMA522072	AT1G73770	0	1	0	0	0	0	0	0	0
OMA522071	AT2G28570	0	1	0	0	0	0	0	0	0
OMA522079	AT4G33150	0	1	1	1	1	0	0	1	1
OMA537225	AT3G23480	0	0	0	0	0	0	0	0	0
OMA537227	AT1G69520	0	0	0	0	0	0	0	0	0
OMA801398	AT2G45695	0	0	0	0	0	0	0	0	1
OMA801397	AT3G61113	0	1	1	1	0	0	1	0	1
OMA794140	AT5G07960	0	1	0	1	0	1	0	0	1
OMA570520	AT1G19540	0	1	0	0	0	0	0	0	0
OMA644754	AT1G78730	0	1	0	0	0	1	0	0	1
OMA645181	AT3G13222	0	1	0	0	0	0	0	0	0
OMA488434	AT2G35510	0	1	1	1	1	1	1	1	1
OMA838514	AT4G14030	1	1	0	1	1	1	1	1	1
OMA685772	AT1G32540	1	1	1	1	1	1	1	1	1
OMA685770	AT4G20380	1	0	1	1	1	1	1	1	1
OMA712877	AT2G01640	1	1	0	0	0	0	0	0	1
OMA412044	AT2G47920	0	1	0	0	0	0	0	0	0
OMA766500	AT3G21140	1	1	1	0	0	1	1	1	1
OMA549684	AT1G80030	0	1	1	1	1	1	0	1	1
OMA568832	AT1G71370	0	1	0	0	0	0	0	0	1
OMA718678	AT4G12910	1	1	1	1	1	1	0	1	1
OMA857910	AT1G32440	0	1	1	0	0	1	0	1	1
OMA857914	AT5G08570	0	1	0	0	0	0	1	0	1
OMA712685	AT1G48770	0	0	0	0	0	0	0	0	1
OMA547899	AT4G01370	0	1	1	1	1	1	0	1	1
OMA406498	AT4G11480	0	1	0	0	0	0	0	0	0
OMA733531	AT4G04330	0	1	1	1	0	1	1	1	1
OMA410172	AT4G18890	1	0	0	0	0	0	1	0	1
OMA410174	AT1G33260	0	0	0	1	0	0	0	0	1
OMA833615	AT3G16700	0	1	0	0	0	0	0	0	0
OMA799930	AT3G27640	0	1	1	1	1	1	1	1	1
OMA686952	AT1G33265	0	0	0	0	0	0	0	0	1
OMA483617	AT5G49970	1	1	1	0	1	1	1	1	1
OMA483618	AT2G24420	1	1	1	1	0	1	0	1	1
OMA483619	AT4G31340	1	1	1	1	0	1	0	1	1
OMA401267	AT5G08410	0	0	0	0	0	0	0	0	0
OMA574978	AT1G12730	0	1	0	0	0	0	0	0	1
OMA744109	AT4G24620	1	0	1	1	1	1	1	1	1
OMA655481	AT2G43570	0	0	0	0	0	0	0	0	1
OMA474076	AT1G01725	0	1	0	0	0	0	0	0	0
OMA474073	AT4G00530	0	1	0	0	0	0	1	0	0
OMA474079	AT1G01715	0	0	0	0	0	0	0	0	0
OMA591704	AT1G33960	0	0	1	0	0	0	0	0	0
OMA473316	AT2G20810	1	1	1	1	1	1	1	1	1
OMA473317	AT2G46480	0	1	0	0	0	0	0	0	0
OMA473311	AT2G30575	0	1	1	1	0	1	1	1	0
OMA452126	AT5G02200	0	1	0	0	0	0	0	0	0
OMA467634	AT2G40630	0	1	0	0	0	0	0	0	0
OMA485329	AT5G64770	0	1	0	0	0	0	0	0	0
OMA756233	AT2G05590	0	1	0	0	0	0	0	0	0
OMA747834	AT3G23070	0	1	0	0	0	0	0	0	0
OMA747837	AT5G45480	0	1	0	0	0	1	0	1	1
OMA798947	AT4G34120	0	1	0	0	0	0	0	0	0
OMA455209	AT4G23870	0	1	0	0	0	0	0	0	0
OMA780487	AT1G03680	0	0	0	0	0	0	1	0	0
OMA403759	AT5G39020	0	0	0	0	0	0	0	0	0
OMA403752	AT1G05670	0	0	1	1	0	1	1	1	1
OMA458408	AT5G57785	0	1	0	0	0	0	0	0	0
OMA410868	AT1G60300	0	0	0	0	0	0	0	0	0
OMA486881	AT4G30010	0	1	1	1	1	1	1	1	1
OMA465028	AT1G23935	0	0	0	0	0	0	0	0	0
OMA707176	AT1G76660	1	1	1	1	0	1	0	0	1
OMA466703	AT5G18450	0	1	0	0	0	0	0	0	0
OMA466700	AT5G28235	0	0	0	0	0	0	0	0	0
OMA466707	AT4G29400	0	1	1	1	1	1	1	1	0
OMA466705	AT5G06520	0	1	0	0	0	0	0	0	0
OMA456808	AT5G67180	0	1	0	0	0	0	0	0	0
OMA571115	AT3G02670	0	1	0	0	0	0	0	0	1
OMA402367	AT1G10930	0	1	1	0	1	0	0	1	1
OMA402365	AT1G49040	0	1	1	0	0	1	0	1	1
OMA402360	AT3G13380	1	1	1	1	0	1	0	1	1
OMA579003	AT1G64820	0	1	0	0	0	0	1	0	1
OMA579004	AT5G17160	0	1	0	0	0	0	0	0	0
OMA536867	AT3G20030	0	1	0	0	0	0	0	0	0
OMA751030	AT1G62422	0	1	0	0	1	0	0	0	1
OMA751034	AT1G17520	0	1	1	1	1	1	0	1	1
OMA751035	AT1G72740	1	1	0	1	1	0	0	0	1
OMA848505	AT2G35120	0	1	1	0	1	1	1	0	1
OMA848507	AT1G32470	1	0	1	1	1	1	1	1	1
OMA454585	AT3G26110	0	1	0	0	0	0	0	0	0
OMA454586	AT4G11020	0	0	0	0	0	0	0	0	0
OMA535666	AT2G43000	0	1	0	0	0	0	0	0	0
OMA414280	AT1G09360	0	1	0	0	0	0	0	0	0
OMA414287	AT3G07195	0	1	0	0	0	0	0	0	0
OMA845822	AT3G10420	1	1	1	1	0	1	1	1	1
OMA845824	AT1G33290	0	1	1	1	0	1	1	1	1
OMA487700	AT5G05220	0	1	0	0	0	0	0	0	0
OMA714883	AT4G09180	0	1	0	0	0	0	0	0	0
OMA714886	AT4G13270	0	1	1	1	0	0	1	1	1
OMA815143	AT1G51470	0	0	0	0	0	0	0	0	0
OMA823979	AT5G62140	0	1	1	1	1	1	1	1	1
OMA408299	AT5G48250	0	1	0	1	0	0	1	0	1
OMA408294	AT5G24820	0	1	0	0	0	0	0	0	0
OMA547418	AT3G05090	0	1	1	0	1	1	0	1	1
OMA547410	AT2G18510	0	1	1	1	1	1	1	1	1
OMA547414	AT3G62150	1	1	1	0	1	1	1	1	1
OMA547416	AT4G33080	1	1	1	0	1	1	0	1	1
OMA394478	AT1G51990	0	0	0	0	0	0	0	0	0
OMA866598	AT5G39900	1	1	1	1	1	1	1	1	1
OMA866599	AT5G08650	0	1	1	1	0	1	1	1	1
OMA652769	AT1G74330	0	0	0	0	0	0	0	0	1
OMA535950	AT5G48490	0	0	0	0	0	0	0	0	1
OMA404706	AT1G61390	0	1	0	0	0	0	0	0	0
OMA535959	AT5G55460	0	0	0	0	0	0	0	0	0
OMA563650	AT1G62910	0	0	0	0	1	0	0	0	0
OMA843097	AT3G49990	0	1	1	1	1	1	1	1	1
OMA761884	AT5G01780	0	1	0	0	0	0	0	0	0
OMA576189	AT5G39390	0	0	0	0	0	0	0	0	1
OMA775028	AT3G22950	0	1	1	1	0	1	1	1	1
OMA461178	AT2G24615	0	1	0	0	0	0	0	0	0
OMA462618	AT1G35435	0	1	0	0	0	0	0	0	0
OMA556834	AT4G15475	0	1	1	1	1	1	1	1	1
OMA775027	AT5G52210	0	1	1	1	0	1	0	1	1
OMA814999	AT1G47600	0	1	0	0	0	0	0	0	0
OMA760120	AT1G30700	0	1	0	0	0	0	0	0	1
OMA760121	AT5G44410	0	1	1	1	0	1	1	0	1
OMA760122	AT1G26420	0	1	0	0	1	0	0	0	0
OMA760123	AT1G26390	0	1	0	0	1	0	0	0	0
OMA743775	AT1G56380	0	0	0	0	1	0	0	0	1
OMA409111	AT1G28000	0	0	0	0	0	0	0	0	0
OMA561109	AT3G14350	0	1	1	0	1	1	1	1	1
OMA403358	AT1G12460	1	1	1	1	1	1	1	1	1
OMA534969	AT5G27830	0	1	0	0	0	0	0	0	1
OMA403355	AT1G19870	0	1	0	0	1	0	0	0	1
OMA854849	AT3G57350	0	1	0	0	0	0	0	0	1
OMA854848	AT2G41620	1	1	1	1	1	1	1	1	1
OMA436755	AT5G52290	0	1	1	0	0	1	0	0	1
OMA650541	AT5G54870	0	1	0	0	0	1	1	0	1
OMA450477	AT2G37035	0	1	0	1	0	0	1	0	1
OMA640458	AT4G15050	0	1	0	0	0	0	0	0	0
OMA551544	AT5G61520	1	1	0	0	1	1	1	0	1
OMA762239	AT5G11190	0	1	0	0	0	0	0	0	0
OMA762233	AT5G41260	0	1	0	0	1	0	1	0	0
OMA762230	AT4G31890	0	1	1	1	1	1	1	1	1
OMA762237	AT1G15360	1	1	0	1	1	1	0	1	1
OMA762234	AT4G00710	0	1	1	0	0	0	0	0	1
OMA466388	AT1G61097	0	1	0	0	0	0	0	0	0
OMA466387	AT1G63950	0	1	0	0	0	0	0	0	0
OMA466386	AT1G49005	0	1	0	0	0	0	0	0	0
OMA466385	AT2G22055	0	1	0	0	0	0	0	0	0
OMA466384	AT1G56415	0	1	0	0	0	0	0	0	0
OMA466383	AT1G68845	0	1	0	0	0	0	0	0	0
OMA761159	AT5G66600	0	1	0	1	1	0	0	0	1
OMA850727	AT1G73720	0	1	1	0	1	1	1	1	1
OMA412195	AT5G40220	0	0	0	0	0	0	0	0	0
OMA718788	AT2G23000	1	0	0	0	0	0	1	0	1
OMA860134	AT1G13060	0	0	0	0	0	0	0	0	1
OMA660993	AT5G22380	0	1	0	0	0	0	0	0	1
OMA660991	AT3G44350	0	0	0	0	0	0	0	1	1
OMA412959	AT1G35460	0	1	0	0	0	0	1	0	0
OMA552222	AT1G76430	0	1	0	0	0	1	0	0	1
OMA767680	AT1G72460	0	1	0	0	0	0	0	0	0
OMA798366	AT1G10810	0	1	0	0	0	1	0	0	1
OMA825013	AT5G56000	0	0	0	0	0	0	0	0	0
OMA774425	AT5G02310	0	1	1	1	1	1	0	1	1
OMA410244	AT3G62090	0	1	0	0	0	0	0	0	0
OMA830405	AT3G48540	0	1	1	1	0	0	1	1	1
OMA558943	AT5G20230	0	1	0	0	0	0	1	0	0
OMA558942	AT3G22930	0	1	0	1	1	1	1	0	0
OMA558941	AT1G72416	1	1	0	1	0	1	0	0	1
OMA558947	AT1G55310	0	1	0	1	0	1	0	1	0
OMA558946	AT1G20190	0	0	1	0	1	0	1	0	1
OMA558949	AT2G21140	0	1	1	1	0	1	0	1	1
OMA558948	AT3G44750	1	1	0	0	0	0	0	0	1
OMA646734	AT2G43400	0	1	1	1	1	1	0	1	1
OMA646735	AT3G24200	1	1	1	1	1	1	1	1	1
OMA646739	AT1G58440	1	1	1	1	0	1	1	1	1
OMA842871	AT4G38630	0	1	0	0	0	0	0	0	1
OMA506935	AT1G66030	0	0	0	0	1	0	0	0	0
OMA791568	AT1G66200	1	0	1	1	1	1	1	0	1
OMA791560	AT5G35630	1	1	1	1	0	1	1	1	1
OMA771017	AT2G24150	0	1	1	1	0	1	0	0	1
OMA771014	AT4G37680	1	1	1	1	1	1	1	0	1
OMA771015	AT4G30850	0	1	0	1	0	1	0	1	0
OMA764354	AT1G27750	0	0	1	1	0	0	0	1	1
OMA745058	AT5G47220	0	1	0	1	0	0	0	0	1
OMA761651	AT1G32240	0	1	1	1	1	0	0	1	1
OMA761659	AT1G62870	0	1	0	1	0	0	0	0	0
OMA676709	AT5G23920	0	1	0	0	0	0	0	0	0
OMA745054	AT1G63980	1	0	1	1	0	1	1	1	1
OMA699913	AT1G51350	0	1	1	1	1	1	0	1	1
OMA789030	ATCG01020	0	1	0	0	0	0	1	1	1
OMA697708	AT5G24860	1	1	1	0	0	0	0	0	1
OMA568399	AT1G60830	0	0	0	0	0	0	0	0	1
OMA522147	AT5G62880	0	1	0	1	0	1	0	1	1
OMA519794	AT1G20890	0	1	1	1	1	1	1	1	1
OMA519796	AT1G76480	0	1	0	0	0	0	0	0	1
OMA481913	AT1G77540	1	1	1	1	1	0	0	1	1
OMA481916	AT1G21770	0	0	0	0	0	0	0	0	0
OMA750007	AT5G62270	1	0	0	0	0	0	0	0	1
OMA530747	AT4G09160	0	1	0	0	0	0	0	0	0
OMA530749	AT2G18180	0	1	0	0	1	0	0	0	0
OMA572632	AT1G64450	0	1	0	0	0	0	0	0	0
OMA474910	AT5G13190	0	1	1	0	1	1	1	1	1
OMA501259	AT1G53400	0	1	1	1	1	1	0	0	1
OMA464185	AT3G27835	0	0	0	0	0	0	0	0	0
OMA464189	AT2G31335	0	1	0	0	0	0	0	0	0
OMA786407	AT5G42250	0	1	0	0	1	0	1	0	0
OMA410792	AT5G50290	0	1	1	1	0	1	0	1	1
OMA410795	AT5G40150	0	1	0	0	0	0	0	0	0
OMA410797	AT4G30980	0	1	0	0	0	0	0	0	0
OMA866452	AT1G33360	0	1	0	0	0	0	0	0	0
OMA584092	AT2G30740	0	1	0	0	0	0	0	0	0
OMA812422	AT4G33470	0	1	1	0	1	1	0	1	1
OMA821678	AT3G44250	0	1	0	0	0	0	0	0	1
OMA404169	AT1G32415	0	1	0	0	1	0	0	0	0
OMA627013	AT5G54200	0	1	0	0	0	0	0	0	1
OMA627010	AT3G05370	0	0	0	0	0	0	0	0	0
OMA627014	AT1G58848	0	0	0	0	0	0	0	0	0
OMA784093	AT5G24165	0	0	0	0	0	0	1	0	0
OMA784096	AT4G36990	1	1	1	1	0	1	1	1	1
OMA474493	AT1G24625	0	1	0	0	0	0	0	0	0
OMA474499	AT5G61490	0	1	0	0	0	0	0	0	0
OMA863136	AT3G58750	0	1	1	0	1	0	0	0	1
OMA843980	AT4G39980	0	1	0	0	0	0	1	0	0
OMA863133	AT2G44350	0	1	0	1	0	1	0	0	1
OMA508946	AT2G29360	0	1	0	0	0	0	0	0	0
OMA863139	AT3G60100	0	1	0	1	0	0	0	0	0
OMA862961	AT1G51310	0	1	1	1	0	1	1	1	1
OMA702883	AT2G46430	0	1	0	0	0	0	0	0	0
OMA702882	AT3G02850	1	0	0	0	0	0	0	0	1
OMA702887	AT2G46440	0	1	0	0	0	0	0	0	0
OMA561762	AT3G02510	0	1	0	1	0	0	0	0	1
OMA406855	AT5G43110	0	0	0	0	0	0	0	0	0
OMA403575	AT3G09920	1	1	1	1	0	1	0	1	1
OMA403574	AT4G25160	0	1	0	0	1	0	0	0	1
OMA403577	AT5G53620	0	1	1	1	1	1	0	0	1
OMA403573	AT1G63740	0	1	0	0	0	0	0	0	0
OMA415764	AT2G03440	0	1	0	0	0	0	1	0	1
OMA801685	AT3G05940	0	1	0	0	1	0	1	0	0
OMA801687	AT5G26740	0	1	1	1	0	1	0	1	0
OMA801686	AT1G77220	0	0	0	1	0	0	0	0	1
OMA801689	AT1G23070	1	1	1	1	1	1	1	1	1
OMA464566	AT3G51200	0	0	0	0	0	0	0	0	0
OMA645494	ATMG00285	0	0	0	0	0	0	0	1	1
OMA766962	AT1G50590	1	1	1	1	1	1	1	1	1
OMA708351	AT5G49720	0	1	0	0	1	0	1	0	0
OMA708350	AT2G32990	0	1	1	0	1	0	1	1	1
OMA708356	AT4G24260	0	1	0	1	0	0	0	0	1
OMA439759	AT5G54320	0	1	0	0	0	0	0	0	0
OMA439756	AT4G14260	0	0	0	0	0	0	0	0	0
OMA402548	AT5G27650	0	0	0	0	1	1	0	0	1
OMA402544	AT2G37420	0	1	1	0	0	1	1	1	1
OMA402541	AT2G33170	0	1	0	0	0	0	1	0	0
OMA416372	AT1G66420	0	1	0	0	0	0	0	0	0
OMA416374	AT4G16980	0	1	0	0	0	0	1	0	0
OMA690223	AT1G14490	0	1	0	0	1	0	0	0	0
OMA690224	AT5G49700	0	1	0	1	1	0	1	0	1
OMA437943	AT3G27230	0	1	1	0	0	0	1	0	1
OMA845705	AT4G04830	0	1	0	0	1	1	0	1	1
OMA845706	AT1G53670	0	0	0	0	0	1	0	0	1
OMA472873	AT5G10210	0	1	0	0	0	0	1	0	0
OMA763605	AT5G45170	0	1	1	1	0	0	1	1	1
OMA763607	AT1G66170	1	1	1	1	1	1	1	1	1
OMA862932	AT3G05190	0	1	0	0	0	0	0	0	1
OMA454926	AT3G23605	0	1	0	0	0	0	0	0	0
OMA454921	AT3G20750	0	0	0	0	0	0	0	0	0
OMA795569	AT4G03330	1	1	0	0	0	0	0	0	1
OMA795564	AT2G18260	0	1	0	0	1	0	1	0	0
OMA680125	AT4G18540	0	1	1	1	0	1	1	1	1
OMA460094	AT3G53790	0	1	0	0	0	0	0	0	0
OMA460099	AT4G39760	0	1	0	0	0	0	0	0	0
OMA861554	AT5G26780	0	1	0	0	0	0	1	0	0
OMA824065	AT5G35460	0	1	1	1	0	1	1	1	1
OMA766697	AT3G58600	0	1	0	0	0	0	0	0	1
OMA505075	AT5G32460	0	1	0	0	0	0	0	0	0
OMA405553	AT5G38350	0	1	0	0	1	0	0	0	0
OMA799185	AT3G61430	0	1	0	0	0	0	1	0	0
OMA732616	AT1G14345	0	0	0	0	0	0	1	0	0
OMA706992	AT5G11990	0	0	0	1	0	1	0	0	1
OMA706999	AT3G18250	0	0	0	0	0	0	0	0	0
OMA716702	AT5G63270	0	1	0	0	0	0	0	0	0
OMA561845	AT1G71060	0	1	1	1	1	1	1	1	1
OMA756792	AT1G31830	0	1	1	1	1	1	1	1	1
OMA854105	AT1G53000	1	1	1	1	0	1	0	1	1
OMA745016	AT4G22070	0	1	0	0	0	0	1	0	0
OMA412802	AT1G24260	0	0	0	0	1	0	1	0	0
OMA848218	AT1G11240	1	1	1	1	1	1	1	1	1
OMA716914	AT3G47040	1	1	0	0	1	0	0	0	1
OMA716915	AT1G78060	0	1	0	1	1	0	0	0	1
OMA716910	AT5G20940	0	1	0	0	0	0	0	0	1
OMA677514	AT2G21770	0	1	0	0	0	0	1	0	0
OMA553909	AT1G19690	0	1	1	1	0	1	1	1	1
OMA478911	AT3G57580	0	1	0	0	0	0	0	0	0
OMA570922	AT4G32710	0	1	0	0	0	0	0	0	0
OMA419145	AT3G25850	0	1	0	0	0	0	0	0	0
OMA647803	AT5G61290	1	0	0	0	0	1	0	1	1
OMA647808	AT5G11320	0	1	1	1	1	1	0	1	1
OMA409339	AT5G41070	0	1	0	0	0	0	0	0	0
OMA409338	AT3G57760	0	1	0	0	0	0	0	0	0
